mcmod_id,curseforge_slug,modrinth_slug,name,subname,abbr
11498,silence-mobs,silence-mobs,Silence Mobs,,
11499,,,凤梨烹饪书,Pineapple Recipe Book,PRB
11500,utilitix,utilitix,UtilitiX,,
11501,,,营养学：非官方版,Nutrition Unofficial,
11502,tiny-coal,tiny-coal,Tiny Coal,,
11503,replaymod-for-forge-reborn,,Replay for Forge Reborn,,
11504,flib,flib,FLIB,,
11505,,,才囚学园-澪吹寒,Cai Qiu Xue Yuan,
11506,copper-revisioned,copper-revisioned,Copper Revisioned,,
11507,frozen-fish,,冻鱼,FrozenFish,
11508,fine-tuned-calibration,finetunedcalibration,Fine Tuned Calibration,,
11509,third-person-maps,third-person-maps,Third Person Maps,,
11510,carpet-minitweaks,minitweaks,Minitweaks,,
11511,,,艹,KusaEater,
11512,time-in-a-bottle-forge,time-in-a-bottle-universal,Time in a bottle [FORGE\NEOFORGE\FABRIC],,
11513,seared-ladder-backport,seared-ladder-(backport),Seared Ladder (Backport),,
11514,wall-jumped,wall-jumped,Wall Jumped,,
11515,red-core,red-core,Red Core,,
11516,,,糕事无亡,Cake or Die,CoD
11517,record-days-survived,record-days-survived,Record Days Survived,,
11518,veinminer-companion,,VeinMiner Companion,,
11519,flightem,,我要骑着你飞,Flightem,
11520,,leashable-players,Leashable Players,,
11521,snowballs-freeze-mobs,snowballs-freeze-mobs,Snowballs Freeze Mobs,,
11522,guinea-pigs,guineapigs,Guinea Pigs,,
11523,,,Smash Bats Mod,スマッシュバットMOD,
11524,,,禁忌方块,Taboo Blocks,TB
11525,vault-research,,Vault Research,,
11526,the-chaser,,The Chaser,,
11527,bandaging,,Bandaging,,
11528,enchanted-charms,enchanted-charms,Enchanted Charms,,
11529,,nether-api,Nether API,,
11530,mother-silverfish,,Mother Silverfish,,
11531,mcretector,mcretector,MCretector,,
11532,,,文字 Mod,TextCraft,
11533,little-botanics,,Little Botanics,,
11534,ex-pattern-provider,extended-ae,AE2扩展,ExtendedAE,EAE
11535,,integrated-circuit,Integrated circuit,,
11536,creative-disk,,Creative Disk,,
11537,engineers-construct,,Engineer's Construct,,
11538,,botools,假人映射,Botools,
11539,witch-mobility,,Witch Mobility,,
11540,gravestones-die-classy,,Subaraki's Gravestone,,
11541,,,CTOV - Iron's Spells 'n Spellbooks compat,,
11542,,,CTOV - PneumaticCraft: Repressurized compat,,
11543,,,CTOV - Jellyfishing compat,,
11544,,pebbles-begone,Pebbles Begone,,
11545,eternal-eats,,Eternal Eats,,
11546,zombiegame,,僵尸游戏,Zombie Game,
11547,effect-overhaul,,Effect Overhaul,,
11548,casualness-delight,casualness-delight,随意乐事,Casualness Delight,
11549,,,虚空科技,VoidTech,VT
11550,eidolon-rebrewed,eidolon-rebrewed,Eidolon Rebrewed/Eidolon Patches,,
11551,fruity-random-teleport,,紫颂果味随机传送,Fruity Random Teleport,ftpr
11552,pipe-master-2000,,管道专家 2000,Pipe Master 2000 / Pipe Googles,
11553,command-macros,command-macros,命令宏,Command Macros,
11554,,shwetro,上海地铁装饰组件,The Shanghai Wetro Mod,ShWetro
11555,yuushya-modelling,yuushya-modelling,方块建模,Yuushya Modelling,
11556,tactical-aid,tactical-aid,战术医疗,Tactical Aid,TA
11557,,clear-enchanting,Clear Enchanting,,
11558,fishing-bobber-detector,,Create: Fishing Bobber Detector,,
11559,,unfix-mc-181190,村民折扣叠加,Unfix MC-181190,
11560,create-balanced-flight,,Create: Balanced Flight,,
11561,brewin-and-chewin-remastered,,B&C Fan-Made 1.20 Port,,
11562,cupboard,,Cupboard,,
11563,mcinstance-loader,mcinstance-loader,MCInstance Loader,,
11564,pre-fish-feed,,打窝,Pre Fish Feed,PFF
11565,armor-trim-item-fix,armor-trim-item-fix,Armor Trim Item Fix,,
11566,waffles-moss,,Waffle's Moss,,
11567,delightful-cuisine-for-woodheads,,Delightful Cuisine for Woodheads,,
11568,towers-of-the-wild-modded,totw-modded,旷野之息高塔 : 再重制,Towers of the Wild Modded,
11569,,,T算法库,,TAL
11570,waffles-terracotta-plaster,,Waffle's Terracotta Plaster,,
11571,watermedia,watermedia,WATERMeDIA,,
11572,,inverse-phantoms,Inverse Phantoms,,
11573,,cactus-storage,Cactus Storage,,
11574,,,暮色森林光影兼容,,
11575,etcetera,,Etcetera,,
11576,,,战斧,Tomahawks,
11577,,,孤独摇滚！,Bocchi The Rock,bocchi
11578,garnished,create-garnished,机械动力：装食,Create: Garnished,
11579,just-a-well,just-a-well,Just a Well,,
11580,siberiamod,,SiberiaMod,,
11581,spacetime,,空之翼,SpaceTime,ST
11582,,,脑叶公司F版,Lobotomy Corporation F,LCF
11583,,,经验书,Experience Book,
11584,,,carpet 假人扩展,Player Extend Carpet Addition,PECA
11585,grappling-hook-restitched,grappling-hook-mod-fabric,Grappling Hook: Restitched,,
11586,,minceraft-title,Minceraft,,
11587,mob-animations,,Mobs Animations Plus,,
11588,platter,,Platter,,
11589,i-want-that-back,,I Want That Back,,IWTB
11590,presence-not-required,,Presence Not Required,,
11591,wnboi,wnboi,Why Not Be One Item,,wnboi
11592,,,四方食事-福州DLC,Cuisine of World for Fuzhou,CW-Fuzhou
11593,,biome-compass,Biome Compass: Maya Edition,,
11594,eye-collector-mod,,Eye Collector,,
11595,,,重生沙漏,Respawn Hourglass,RH
11596,cozy-foods-milk-tea,,Cozy Foods: Milk Tea,,
11597,opolis-miners,opolis-miners,Opolis Miners,,
11598,netherite-but-cheaper,,Netherite But Cheaper,,NBC
11599,,fabric-hammers,Fabric Hammers,,
11600,items-displayed-fabric,items-displayed,物品陈列,Items Displayed,
11601,wood-converter,,Wood Converter,,
11602,hammer-mod,,Hammer Mod,,
11603,,,Ender的时间控制,Ender's time control,ETC
11604,realisticsleepfabric,stevesrealisticsleep,Steve's Realistic Sleep,,
11605,zombies-actually-siege,,Zombies Actually Siege,,
11606,hex-gloop,hexgloop,咒法凝浆,Hex Gloop,
11607,the-void,,The Void,,
11608,the-shadowlands,,The Shadowlands,,
11609,bloxys-structures,bloxys-structures,Bloxy's Structures,,
11610,enhanced-hordes,,Enhanced Hordes,,
11611,niftycarts,niftycarts,NiftyCarts,,
11612,wither-dimension-whitelist,,Wither Dimension Whitelist,,
11613,,hexlink,Hexlink,,
11614,,,异格/异色,Shiny,
11615,usefulfood-reborn,usefulfood-reborn,有用的食物 重生,UsefulFood Reborn,UFR
11616,ancient-warfare-2-tweaked,ancient-warfare-2-tweaked,Ancient Warfare 2: Tweaked,,
11617,cuffed,cuffed,监禁,Cuffed,
11618,rockn-roller,rocknroller,Rock'n Roller,,RR
11619,bodies-bodies,bodies-bodies,Bodies! Bodies!,,
11620,potionparticlepack,potionparticlepack,药水粒子包,Potion Particle Pack,
11621,deep-blood-evolution,,Deep Blood Evolution,,
11622,better-horses-mod,,更好的马,Better Horses Mod,
11623,potion-bundles,potion-bundles,药水捆,Potion Bundles,
11624,kofi-table,kofi-table,Ko-fi Table,,
11625,better-mcdonalds-mod,better-mcdonalds-mod,Better McDonald's Mod,,
11626,,itemframesplus,ItemFrames+,,
11627,sinytra-connector,connector,信雅互联,Sinytra Connector,
11628,noclip,noclip,noclip,,
11629,diamond-in-the-rough-as-in-obsidian,diamond-in-the-rough,Diamond In The Rough,,
11630,factioncraft,factioncraft,FactionCraft,,
11631,better-ender,,Jawsy's Better Ender,,
11632,mlmanimator,,Multi Limbed Model Animator,,
11633,playlist,playlist,Playlist,,
11634,,villagers-far-from-home,Villagers: Far From Home,,V:FFH
11635,cultivationcraft,,异道修仙,CultivationCraft,
11636,,,传说之剑,Legendary Sword,LS
11637,,carpet-las-addition,Carpet LAS Addition,,CLA
11638,,whoami,我是谁?,Who am i?,
11639,verticality-hotbar,verticality,Verticality,,
11640,the-slender-man,,The Slender Man,,
11641,automodpack,automodpack,AutoModpack,,
11642,bella-quilt,bella,Bella,,
11643,simply-skills,simply-skills,Simply Skills,,
11644,,,Zombies Improve Over Time,,
11645,,,Skeletons Improve Over Time,,
11646,,,Upgradeable Wolves,,
11647,cctv-craft,,CCTV Craft,,
11648,redeco,redeco,重铸家具,Re:Deco,
11649,pocket-storage,,Pocket Storage,,
11650,animated-player-mod,,动画化玩家,Animated Player Mod,
11651,its-thirst,its-thirst,It's Thirst,,
11652,infernal-damage-indicators,,Infernal Damage Indicators,,
11653,,,Sodium非官方剔除补丁,Unofficial Sodium Culling Patch,USCP
11654,,just-enough-speed,Just Enough Speed,,
11655,remion,,soul-like armors: medieval weapons & armors,,
11656,,elytratime,Elytra Time,,
11657,,,玩家重生保护,Yankai Login Protect,YLP
11658,squaremap,,squaremap,,
11659,roots-classic-fabric,,Roots Classic (Fabric),,
11660,justenoughbreeding,justenoughbreeding,Just Enough Breeding,,JEBr
11661,simple-drills,,Simple Drills,,
11662,peculiarpieces,peculiarpieces,Peculiar Pieces,,
11663,loot-stages,loot-stages,战利品阶段,Loot Stages,
11664,player-stages,,玩家阶段,Player Stages,
11665,generation-stages,,生成阶段,Generation Stages,
11666,ars-oscura,ars-oscura,黑暗魔艺,Ars Oscura,
11667,bobby-reforged,,Bobby Reforged,,
11668,shut-up-gl-error,shut-up-gl-error,Shut Up GL Error,,
11669,no-spider,no-spider,No spider,,
11670,terracart-reloaded,terracart-reloaded,Terracart Reloaded,,
11671,dme,,Deep Mob Evolution,,DME
11672,fruit-stack,fruit-stack,果栈丰萦,Fruit Stack,
11673,gregtech-drawers,,Gregtech Drawers,,
11674,marine-iguana,,海鬣蜥,Marine Iguana,
11675,stonks,stonks,Stonks,,
11676,dirtnt,dirtnt,泥土TNT,DirTNT,
11677,equipable-twilight-forest-charms-tfc,,可装备的暮色森林符咒,Equipable Twilight Forest Charms,
11678,buriedwrecks,,Buried Wrecks,,
11679,zapsconverter,,Zaps 转换器,Zaps Convertor,
11680,amethyst-update,,Amethyst Update,,
11681,angel-block,,Angel Block,,
11682,angel-block-renewed,angel-block-renewed,Angel Block Renewed,,
11683,da-bomb,da-bomb,Da Bomb,,
11684,quickstack,,Quickstack,,
11685,,bhs,黑洞储存,Black Hole Storage,
11686,collectors-album,collectors-album,Collector's Album,,
11687,head-name-fix,headfix,Head Name Fix,,
11688,hostile-delight,unusualdelight,异趣乐事/宿敌乐事,Unusual Delight (Hostile Delight),
11689,vivecraft-compat,vivecraft-compat,ViveCraft兼容,ViveCraft Compat,
11690,wildlife-expanded-skunk,wildlife-expanded-skunk,Wildlife Expanded: Skunk,,
11691,keepheadnames,keepheadnames,Keep Head Names,,
11692,ydms-fennec-fox,ydms-fennec-fox,YDM's Fennec Fox,,
11693,ydms-ostrich,ydms-ostrich,YDM's Ostrich,,
11694,curse-of-the-warden,,Curse Of The Warden,,
11695,chatanimation,chatanimation,聊天动画,ChatAnimation,
11696,mobvote-rascal,rascal,Mobvote Rascal,,
11697,spotiforge,,SpotiForge,,
11698,indypets,indypets,IndyPets - Independent Pets,,
11699,minecraft-legends-golems,,Legends - Golems,,
11700,create-sandpaper-overhaul,create-sandpaper-overhaul,Create: Sandpaper Overhaul,,
11701,vintage-gregtech,,Vintage GregTech,,
11702,ydms-vulture,ydms-vulture,YDM's Vulture,,
11703,,,因为不怕痛所以不想让别人点防御啦[受伤修正],HurtFix,
11704,locked-slots,,Locked Slots,,
11705,wildlife-expanded-snakes,wildlife-expanded-snakes,Wildlife Expanded: Snakes,,
11706,jline-for-minecraft-dedicated-server,jline4mcdsrv,JLine for Dedicated Server,,
11707,blocklingcollection,,Blockling Collection,,
11708,trenzalore,,Trenzalore,,
11709,,,食堂,Dining Hall,
11710,,,Calculation Mod,,CLL
11711,,,机原萌铁,MoeRailwayOfCR,MOCR
11712,,,齐 超管系统,Qi's Hypermanagement System,
11713,creo-lib,creo-lib,Creo Lib,,
11714,highlight,highlight,Highlight,,
11715,lost-libraries,,Lost Libraries,,
11716,,plant-pearl,Plant Pearl,,
11717,,,Calamity Mod: Astral Infection,,
11718,sensible-sleep,,Sensible Sleep,,
11719,,hollows-tweaks,Hollows Tweaks,,
11720,eastward-journeys,eastward-journeys,Eastward Journeys,,
11721,,,Abyssal Guardian Boss,,
11722,omotions,omotions,Omotions,,
11723,invisible-frames,,Invisible Frames,,
11724,ultimatebackportmod,,Ultimate Backport Mod,,
11725,,,无中生有：传承扩展,Exnihilo Sequentia Plus,ESP
11726,,,Refined Advancements,,
11727,true-ending,,True Ending: Ender Dragon Overhaul,,
11728,,sorted-enchants,附魔排序,Sorted Enchants,
11729,constructs-armory-1-18-2-port,construct-armory-updated,Construct's Armory Port / Construct Armory updated,,
11730,,,冬之纪行诗,The Poetry Of Winter,
11731,,videotape,Video Tape,,
11732,,enchantmenttweaker,Enchantment Tweaker,,
11733,let-me-sleep,,Let Me Sleep,,
11734,forge-tooltip-texts-scroller,,Tooltip Texts Scroller,,
11735,well-behaved-mobs,,Well-Behaved Mobs/Good Skeletons Don't Strafe,,
11736,,,更好的猪,Better Pigs,
11737,,,泛金,Nruium,Ni
11738,ancient-realms,,Ancient Realms,,
11739,,remove-terralith-intro-message,Remove Terralith Intro Message,,
11740,gambling-style,,Gambling Style,,
11741,animated-recipe-book,,Animated Recipe Book,,
11742,,,血污,Sanguine,
11743,,packetunlimited,Packet Unlimited,,
11744,bloxys-bosses,,Bloxys Bosses,,
11745,more-bows-cj,,More Bows CJ,,
11746,,snowballs-hit-players,雪球可以击退玩家,Snowballs Hit Players,
11747,tectonic-bop,,Tectonic：超多生物群系兼容,Tectonic + Biomes O' Plenty compat,
11748,tech-enhanced,,Tech-enhanced,,
11749,gilded-netherite-cj-edition,,Gilded Netherite CJ Edition,,
11750,enderite-cj-edition,enderite-cj-edition,Enderite CJ Edition,,
11751,,,Terratonic,,
11752,dangerous-oceans,,Dangerous Oceans,,
11753,,mc-249136-fix,MC-249136 修复,MC-249136 Fix,
11754,,featherfallflying,Feather Fall Flying,,
11755,,lidar,Lidar,,
11756,anvil-never-too-expensive,ante,Anvil Never Too Expensive,,ANTE
11757,,crossbow,弩,Crossbow,
11758,,place-item,Place Item,,
11759,,,无限收纳,Infinite Storage,
11760,controlify,controlify,Controlify,,
11761,,bedrodium,Bedrodium,,
11762,,,XBB的热气球幻想,XBB's hot air balloon fantasy,XBBHAB
11763,netherite-horse-armor-cj,,Netherite Horse Armor CJ,,
11764,polydex,polydex,Polydex,,
11765,plenty-of-armors,plenty-of-armors,Plenty Of Armors,,
11766,spatialio-compat,,SpatialIO Compat,,
11767,,mica,Mica,,
11768,heavy-armor,,Heavy Armor,,
11769,moss-layers,moss-layers,苔藓层,Moss Layers,
11770,lunchboxes,,Lunchbox,,
11771,,autofish-chao,Autofish-chao,,
11772,strawgolem,,稻草傀儡,Straw Golem,SG
11773,,shifting-wares,Shifting Wares,,
11774,dynamic-trim,dynamic-trim,Dynamic Trim,,
11775,trade-uses,trade-uses,Trade Uses,,
11776,ambient-fireflies,ambient-fireflies,Ambient Fireflies,,
11777,nb_mod,,Nb_Decor,,
11778,,,Bedrock Wither: Recreation for Java Minecraft,,
11779,stacked-armor-trims,stacked-armor-trims,Stacked Armor Trims,,
11780,,final-beta,Final Beta,,
11781,better-trim-tooltips,better-trim-tooltips,Better Trim Tooltips,,
11782,totally-enough-pain,totally-enough-pain,Totally Enough Pain,,TEP
11783,custom-village,,村民调教,Custom Village,CVH
11784,animaticareforged,,AnimaticaReforged,,
11785,shear-cows,,Shear Cows,,
11786,fps-boost,,FPS Boost,,
11787,afkfish,afkfish,AFKFish,,
11788,,,我的幻想生物,MetalMax,MFC
11789,,rend,Rend,,
11790,more-trails-more-tales,more-trails-more-tales,More Trails & More Tales,,MTMT
11791,good-tea,good-tea,馥郁良茶,Good Tea,
11792,screen-size,,Screen Sizer,,
11793,botany-ores,botany-ores,Botany Ores,,
11794,,cauldron-fix,炼药锅修复,Cauldron Fix,
11795,foods-plants-cooking-with-mindthemoods,,Foods & Plants (Cooking with Mindthemoods),,
11796,,customgui,自定义 GUI,Custom GUI,
11797,keebszs-battletowers-fabric,keebszs-battletowers,Keebsz's Battle Towers,,
11798,as-a-creeper,,*的和你爆了,As a creeper,AACH
11799,extra-boats,extra-boats,Extra Boats,,
11800,smarterwanderers,,Smarter Wanderers + Biome Explorer Maps,,
11801,extended-crafting-nomifactory-edition,,合成拓展：延续版,Extended Crafting：Nomifactory Edition,
11802,,meal-api-addon,Meal API Addon,,
11803,,,自动砧,AutoAnvil For HBM-NTM,
11804,easy-config-button,,Easy Config Button,,
11805,,kahur,Kahur,,
11806,,modloadermp,ModLoaderMP,,MLMP
11807,maple,maple,枫,Maple,
11808,seamless,seamless,Seamless,,
11809,bundle-enchantments,,Bundle Enchantments,,
11810,real-time-mod,,Real Time Mod,,
11811,chromatic-arsenal,,Chromatic Arsenal,,
11812,ore-visual-detector,,Ore Visual Detector,,
11813,dank-null-no_rce,danknull-rce,/dank/null/no_RCE/,,
11814,kubejs-additions,kubejs-additions,KubeJS Additions,,
11815,,,死亡交换,Death Swap,
11816,,,死亡交换-游戏模式定时切换,DeathSwap-Gmchange,
11817,,,我的世界但是除了你都很快,,abyq
11818,betterdays,betterdays,Better Days,,
11819,,seedy-place,Seedy Place,,
11820,extradetails,,ExtraDetails,,
11821,,signed-paintings,Signed Paintings,,
11822,inenchantment-reconstruction,,负魔与改造,Inenchantment ＆ Reconstruction,I&R
11823,,,全球商店,,
11824,nae2,,Neeve的AE2:EL附加工具,Neeve's AE2: Extended Life Additions,NAE2
11825,the-microworld,,The Microworld,,
11826,vionta,,Vionta,,
11827,hammer-animations,,HammerAnimations,,
11828,,,模组11828(获取失败),,
11829,blueflame,blueflame,Blue Flame Burning,,
11830,nocubes-craftable-music-discs,,NoCube's Craftable Music Discs,,
11831,enderlicious,,Enderlicious,,
11832,quarry-reborn,,Quarry Reborn,,
11833,forge-config-api-port-fabric,forge-config-api-port,Forge Config API Port,,FC
11834,,,面条的火枪重铸版,Noodles Musket Remastered,
11835,morematerials,morematerials,Lopy's More Materials,,
11836,foodmod-for-fabric,food,FoodMod,,
11837,cursed-mod-for-fabric,cursed,Cursed Mod,,
11838,weaponized-baseball,,Weaponized Baseball,,
11839,epic-paragliders-but-sekiro,,史诗狼之伞,Epic Paragliders But Sekiro,EPBS
11840,visualores,visualores,VisualOres,,
11841,d-furnace,,3D Furnace,,
11842,flickerfix,flickerfix,闪烁修复,FlickerFix,
11843,,spongesucc,SpongeSucc / Lava Sponge,,
11844,,phosphor-legacy,Phosphor Legacy,,
11845,random-crits,,Random Crits,,
11846,simple-enchantments,,Simple Enchantments,,
11847,simple-weapons-for-better-combat,simple-weapons-for-better-combat,Simple Weapons for Better Combat,,
11848,wither-drops-netherite-templates,,Wither Drops Netherite Templates,,
11849,,spineless,Spineless,,
11850,immersive-melodies,immersive-melodies,沉浸式奏乐,Immersive Melodies,
11851,theobsidianboat,,TheObsidianBoat,,
11852,dragon-survival-compatibility,dragon-survival-compatibility,龙之生存：兼容,Dragon Survival Compatibility,
11853,bettercookedaxolotls,,Better Cooked Axolotls,,
11854,stateobserver,stateobserver,StateObserver,,
11855,mighty-mail,,Mighty Mail,,
11856,nature-architect-plants-and-decorations,,Nature Architect: Plants and Decorations,,
11857,better-berries-redux,,Better Berries Redux,,
11858,kurisus-passable-leaves,passable-leaves,叶间穿梭,Passable Leaves,
11859,,,GVClibSA,,
11860,armorful,armorful,Armorful,,
11861,,,直播隐藏聊天框,HideChatForStreaming,
11862,,osl,Ornithe Standard Libraries,,OSL
11863,fix-gpu-memory-leak,,修复GPU内存泄漏,fix GPU memory leak,
11864,cake-delight,cakedelight,蛋糕乐事,Cake Delight,
11865,autoslabs,autoslabs,AutoSlabs,,
11866,,kabo-village-marker,Kabo Village Marker,,
11867,ootn,,Overworld Ores To Nether,,OOTN
11868,,signal,Signal,,
11869,i-see-what-you-did-there,i-see-what-you-did-there,I See What You Did There!,,
11870,hit-streak,hit-streak,Hit Streak,,
11871,new-slab-variants,new-slab-variants,New Slab Variants,,
11872,blue-archive-banner-and-shield-patterns,,Blue Archive Banner and Shield Patterns,,
11873,mimic-mod,mimic,Mimic,,
11874,bocchium,,Bocchium,,
11875,despawntweaker,,DespawnTweaker,,
11876,,,并不完美的魔法,Imperfect Magic,IM
11877,on1chest,on1chest,唯一箱子,Only Need One Chest,On1C
11878,landmines,landmines,地雷,Landmines,
11879,,,我TM睡睡睡睡睡睡睡,Sleep AnyTime,SAT
11880,packed-up-backpacks,packed-up-backpacks,Packed Up (Backpacks),,
11881,valhelsia-furniture,valhelsia-furniture,Valhelsia Furniture,,
11882,,,匠魂1铸模附加,Ink＆Soul's TiC Addition,TiC-A
11883,dimension-remote,,Dimension Remote,,
11884,bring-decay,bring-decay,Bring Decay,,
11885,rendertypecache,,RenderTypeCache,,
11886,autotag,autotag,AutoTag,,
11887,libz,libz,LibZ,,
11888,autotools,minecraft_autotools,自动工具,AutoTools,
11889,,threadtweak,ThreadTweak,,
11890,nbt-editor,nbt-editor,NBT Editor,,
11891,,,尘世七执政,Secular Seven Reigns,S7R
11892,,betterendsky,BetterEnd Sky,,
11893,,,下界疣,The Nether Wart,TNW
11894,dimtpcmd,,维度传送指令,DimtpCmd,
11895,fast-ip-ping,fast-ip-ping,Fast IP Ping,,
11896,better-anvil,better-anvil,Better Anvil,,
11897,bloxys-misc,,Bloxy's Misc,,
11898,,find,Find - Search For Items,,
11899,,elytra-recast,Elytra Recast,,
11900,tieredz,tieredz,TieredZ,,
11901,more-creepers,,更多苦力怕,More Creepers,
11902,,,篝火：侧柏,Campfire Occupation: Cypress,GHCB
11903,,,Kwasti Bust Monsters,,
11904,cryptic-registry,cryptic-registry,Cryptic Registry,,
11905,level-text-fix,,Level Text Fix,,
11906,binnies-mods-patched,binnies-mods-patched,Binnie's Mods Patched,,
11907,cyanide,cyanide,氰化物,Cyanide,
11908,,particlesenhanced,Particles Enhanced,,
11909,,atum,Random and set seed autoresetter,,Atum
11910,,worldpreview,WorldPreview,,
11911,,,欢庆,Celebrations,
11912,prehistoric-nature-precambrian-dimension,,Prehistoric Nature Precambrian Dimension,,
11913,,mc-260949-fix,MC-260949 Fix,,
11914,pro-sniper,,专业狙击手,Pro Sniper,
11915,aether-gear-expansion,,Aether Gear Expansion,,
11916,aether-enhanced-extinguishing,aether-enhanced-extinguishing,Aether Addon: Enhanced Extinguishing,,
11917,,recipebookmasscraft,Recipe Book Mass Craft,,
11918,create-new-age,create-new-age,机械动力：电气时代,Create: New Age,
11919,,universal-trading,Universal Trading,,
11920,,sauces,涂酱,Sauces,
11921,,,天顶剑,zenith,
11922,,,十泉汤,Sophring,
11923,,,原神：星穹铁道,Genshin:StarRail,GSR
11924,nekoui,,NekoUI,,
11925,,,帕秋莉的魔法书,Grimoire of Patchouli,GoP
11926,xpteleporters-2,,经验传送器,XPTeleporters 2,
11927,centered-plants,centered-plants,植物居中,Centered Plants,
11928,showkeybinds,showkeybinds,Show Keybinds,,
11929,,lostera-coremod,LostEra Coremod,,
11930,advanced-tooltips,advanced-tooltips,Advanced Tooltips,,
11931,,,CTOV - Wares compat,,
11932,,,CTOV - Monobank compat,,
11933,prehistoric-nature-cambrian-dimension,,Prehistoric Nature Cambrian Dimension,,
11934,,mushroom-mod,Mushroom Mod,,
11935,better-end-sky,,Better End Sky,,
11936,valkyrie,valkyrie,Valkyrie,,
11937,soaring-structures-2,,Soaring Structures 2,,
11938,prehistoric-nature-ordovician-dimension,,Prehistoric Nature Ordovician Dimension,,
11939,fadeless,fadeless,Fadeless,,
11940,create-tweaked-controllers,create-tweaked-controllers,Create: Tweaked Controllers,,
11941,,,Teal Bricks Reborn,,
11942,auto-elytra,auto-elytra,Auto Elytra,,
11943,villager-names,villager-names-serilum,Villager Names,,
11944,bedrockwaters,bedrockwaters,BedrockWaters,,
11945,,antishulkerdupe,AntiShulkerDupe,,
11946,hourai-elixir,hourai-elixir,Hourai Elixir,,
11947,convivium,,会饮,Convivium,9v8
11948,prehistoric-nature-silurian-dimension,,Prehistoric Nature Silurian Dimension,,
11949,grass-seeds,grass-seeds,Grass Seeds,,
11950,minecraft-dungeons-weaponry,,Dungeons Weaponry,,
11951,ahznbs-naruto-mod-addon,,AHZNB's Naruto Mod || ADD-ON,,
11952,random-village-names,random-village-names,Random Village Names,,
11953,mooshroom-tweaks,mooshroom-tweaks,Mooshroom Tweaks,,
11954,grinners-ents,,Grinner's Ents 2.0,,
11955,log-cleaner,log-cleaner,Log Cleaner,,
11956,lunar,lunar,Lunar,,
11957,cosmetics,cosmetica,Cosmetica,,
11958,,,自定义NPC-拓展物品,CustomNpc Item,cni
11959,,abi,Action Bar Info,,ABI
11960,interiors,interiors,机械动力：内饰,Create: Interiors,
11961,souls,,Souls,,
11962,real-seasons,,Real Seasons,,
11963,eternal-winter,eternal-winter,Eternal Winter,,
11964,move-boats,move-boats,Move Boats,,
11965,omnom,omnom,OmNom,,
11966,forest-x-reborn,forest-x-reborn,Forest X Reborn,,
11967,exlines-bark-carpets,bark-carpets,Exline's Bark Carpets,,
11968,exlines-more-carpets,,Exline's More Carpets,,
11969,ne,,猫艺：附魔,NekoEnchantment,NE
11970,unearthed-journey,unearthed-journey,出土之旅,Unearthed Journey,
11971,prehistoric-nature-devonian-dimension,,Prehistoric Nature Devonian Dimension,,
11972,mwtis-stone-expansion,stone-expansion,Mwti's Stone Expansion,,
11973,smooth-entity-light,,Smooth Entity Light,,
11974,title-fixer,title-fixer,Title Fixer,,
11975,exstrangefood-reborn,,更多奇怪的食物：重生,ExStrangeFood:Reborn,ExSFR
11976,frog-legs,,Frog Legs,,
11977,ohoy-scallywag,,O'Hoy Scallywag,,
11978,ylf-your-flying-pet,,Ylf : your flying pet,,
11979,bedrock-edition-features,,"""基岩""特性",Bedrock Editon Features,BEF
11980,simply-hot-springs,,Simply Hot Springs,,
11981,magma-monsters,,Magma Monsters,,
11982,mystics-biomes,mystics-biomes,Mystic's Biomes,,
11983,super-block-world,super-block-world,Super Block World [Forge],,
11984,create-train-additions,create-train-additions,Create Train Additions,,
11985,enchantery,enchantery,Enchantery,,
11986,replant-swamp-trees,replant-swamp-trees,Replant Swamp Trees,,
11987,vehiclefix,vehiclefix,VehicleFix,,
11988,firework-frenzy,firework-frenzy,Firework Frenzy,,
11989,prehistoric-nature-carboniferous-dimension,,Prehistoric Nature Carboniferous Dimension,,
11990,cammies-combat-tweaks,cammies-combat-tweaks,Cammie's Combat Tweaks,,
11991,chorus-gormandizers,chorus-gormandizers,Chorus Gormandizers,,
11992,enemy-expansion,,Enemy Expansion,,
11993,clear-void,clear-void,清澈虚空,Clear Void,
11994,the-arcaneum,,The Arcaneum,,
11995,,mixmetica,Mixmetica,,
11996,mutant-mobs-mod,,The Mutant Mobs,,
11997,prehistoric-nature-permian-dimension,,Prehistoric Nature Permian Dimension,,
11998,,phosphorlegacyforge,Phosphor Legacy Forge,,
11999,stairdoors-extended,stairdoors-extended,StairDoors Extended,,
12000,into-the-rend,,Into The Rendv / The Rend Dimension,,
12001,buff-frog-mod,,Buff Frogs,,
12002,asphere,,Asphere,,
12003,autoclick-machine,,自动连点器（Fabric）,Click Machine (Fabric),
12004,harvestcraft-tweaker,,HarvestCraft Tweaker,,
12005,the-legend-of-the-mudman,,The Legend of the Mudman,,
12006,mutagenesis,,Mutagenesis,,
12007,nether-update-backport,,Nether Update Backport,,
12008,l2hostility,l2hostility,莱特兰-恶意,L2Hostility,
12009,packagedthaumic,packagedthaumic,封包神秘时代,PackagedThaumic,
12010,cat-eyes-night-vision-toggle-mod,,Cat Eyes - Night Vision Toggle Mod,,
12011,vtdownloader,vtdownloader,VTDownloader,,
12012,smithing-mod,,ElOdiseo Smithing Mod,,
12013,,,粽子,With RiceDumpling,
12014,the-doppelganger,the-doppelganger,The Doppelganger,,
12015,rail-wand,,Rail Wand,,
